,station_id,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,last_reported,is_charging_station,status,is_installed,is_renting,is_returning,traffic,num_bikes_available_types.mechanical,num_bikes_available_types.ebike
181,7209,7,1,11,0,1738636330,False,IN_SERVICE,1,1,1,,7,0
182,7210,5,0,10,0,1738636394,False,IN_SERVICE,1,1,1,,5,0
183,7211,4,1,10,0,1738636407,False,IN_SERVICE,1,1,1,,4,0
184,7216,12,0,9,1,1738636332,False,IN_SERVICE,1,1,1,,12,0
185,7217,10,0,5,0,1738636334,False,IN_SERVICE,1,1,1,,10,0
186,7220,6,1,12,0,1738636418,False,IN_SERVICE,1,1,1,,6,0
187,7221,2,0,9,0,1738636463,False,IN_SERVICE,1,1,1,,2,0
188,7222,13,0,14,0,1738636487,False,IN_SERVICE,1,1,1,,13,0
189,7223,6,0,6,0,1738636387,False,IN_SERVICE,1,1,1,,6,0
190,7224,8,0,15,0,1738636396,False,IN_SERVICE,1,1,1,,8,0
191,7225,2,2,14,0,1738636406,False,IN_SERVICE,1,1,1,,2,0
192,7226,4,0,15,0,1738636373,False,IN_SERVICE,1,1,1,,4,0
193,7227,13,0,18,0,1738636471,False,IN_SERVICE,1,1,1,,13,0
194,7228,6,0,13,0,1738636427,False,IN_SERVICE,1,1,1,,6,0
195,7229,6,1,5,0,1738636467,False,IN_SERVICE,1,1,1,,6,0
196,7230,6,1,11,0,1738636368,False,IN_SERVICE,1,1,1,,6,0
197,7231,6,1,11,0,1738636419,False,IN_SERVICE,1,1,1,,6,0
198,7232,6,0,10,0,1738636378,False,IN_SERVICE,1,1,1,,4,2
199,7233,0,0,16,0,1738636395,False,IN_SERVICE,1,1,1,,0,0
200,7234,8,1,10,0,1738636363,False,IN_SERVICE,1,1,1,,8,0
201,7235,0,0,16,0,1738636350,False,IN_SERVICE,1,1,1,,0,0
202,7236,14,1,8,1,1738636334,False,IN_SERVICE,1,1,1,,14,0
203,7237,1,0,14,0,1738636332,False,IN_SERVICE,1,1,1,,1,0
204,7238,3,0,13,0,1738636498,False,IN_SERVICE,1,1,1,,3,0
205,7239,2,1,39,0,1738636390,False,IN_SERVICE,1,1,1,,2,0
206,7240,1,1,32,0,1738636353,False,IN_SERVICE,1,1,1,,1,0
207,7241,3,0,9,0,1738636484,False,IN_SERVICE,1,1,1,,3,0
208,7242,14,1,19,1,1738636373,False,IN_SERVICE,1,1,1,,14,0
209,7243,9,0,4,0,1738636474,False,IN_SERVICE,1,1,1,,9,0
210,7244,5,0,11,0,1738636405,False,IN_SERVICE,1,1,1,,5,0
211,7245,2,0,7,0,1738636414,False,IN_SERVICE,1,1,1,,2,0
212,7246,3,0,16,0,1738636337,False,IN_SERVICE,1,1,1,,3,0
213,7247,0,1,11,0,1738636427,False,IN_SERVICE,1,1,1,,0,0
214,7248,11,0,8,0,1738636382,False,IN_SERVICE,1,1,1,,11,0
215,7250,1,0,15,0,1738636481,False,IN_SERVICE,1,1,1,,1,0
216,7252,3,0,14,1,1738636495,False,IN_SERVICE,1,1,1,,3,0
217,7253,11,1,0,0,1738636379,False,IN_SERVICE,1,1,1,,11,0
218,7256,2,0,9,1,1738636489,False,IN_SERVICE,1,1,1,,2,0
219,7257,1,0,18,0,1738636464,False,IN_SERVICE,1,1,1,,1,0
220,7258,12,2,1,0,1738636448,False,IN_SERVICE,1,1,1,,12,0
221,7259,4,0,15,0,1738636436,False,IN_SERVICE,1,1,1,,4,0
222,7260,7,1,7,0,1738636444,False,IN_SERVICE,1,1,1,,7,0
223,7261,21,0,6,0,1738636460,False,IN_SERVICE,1,1,1,,21,0
224,7262,2,1,13,0,1738636481,False,IN_SERVICE,1,1,1,,2,0
225,7264,1,1,16,1,1738636415,False,IN_SERVICE,1,1,1,,1,0
226,7265,2,2,7,1,1738636418,False,IN_SERVICE,1,1,1,,2,0
227,7266,2,0,18,0,1738636452,False,IN_SERVICE,1,1,1,,2,0
228,7267,1,0,14,0,1738636411,False,IN_SERVICE,1,1,1,,1,0
229,7268,9,0,7,0,1738636471,False,IN_SERVICE,1,1,1,,9,0
230,7269,10,0,10,0,1738636333,False,IN_SERVICE,1,1,1,,10,0
231,7270,3,1,16,0,1738636477,False,IN_SERVICE,1,1,1,,3,0
232,7271,1,0,16,1,1738636492,False,IN_SERVICE,1,1,1,,1,0
233,7272,3,0,9,0,1738636506,False,IN_SERVICE,1,1,1,,3,0
234,7273,0,1,18,0,1738636408,False,IN_SERVICE,1,1,1,,0,0
235,7274,2,2,12,0,1738636395,False,IN_SERVICE,1,1,1,,2,0
236,7276,0,0,11,0,1738636411,False,IN_SERVICE,1,1,1,,0,0
237,7277,12,1,7,0,1738636338,False,IN_SERVICE,1,1,1,,12,0
238,7278,10,0,6,0,1738636329,False,IN_SERVICE,1,1,1,,10,0
239,7279,10,0,6,0,1738636475,False,IN_SERVICE,1,1,1,,10,0
240,7280,14,0,5,1,1738636348,False,IN_SERVICE,1,1,1,,14,0
241,7281,1,0,23,0,1738636472,False,IN_SERVICE,1,1,1,,1,0
242,7282,11,0,12,0,1738636346,False,IN_SERVICE,1,1,1,,11,0
243,7283,8,1,10,0,1738636350,False,IN_SERVICE,1,1,1,,8,0
244,7284,0,0,24,0,1738636340,False,IN_SERVICE,1,1,1,,0,0
